1ee620f9-95d9-660c-a79a-6a89cba5b9fa,2023-10-03T19:09:23+02:00,reward,incoming,0.04,EUR,0.13656536,OSMO,0.29,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee62104-d4b9-674a-b662-4e564f82d4d6,2023-10-03T19:14:25+02:00,reward,incoming,0.13,EUR,0.11972740,APE,1.09,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee62109-51b9-6660-ab96-2695691624df,2023-10-03T19:16:25+02:00,reward,incoming,0.01,EUR,0.02648651,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee6210a-822a-6cd0-8935-de681ec4eeb6,2023-10-03T19:16:57+02:00,reward,incoming,0.07,EUR,0.46575908,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee678f8-c4e1-6b82-ad0e-324e1b3b9bf2,2023-10-10T19:07:52+02:00,reward,incoming,0.03,EUR,0.13683883,OSMO,0.22,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee678fe-4892-6db4-8c66-06b1daacbfa7,2023-10-10T19:10:20+02:00,reward,incoming,0.01,EUR,0.02656775,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee67900-d067-6b8e-87a1-96955b1fb89c,2023-10-10T19:11:28+02:00,reward,incoming,0.06,EUR,0.46694567,AUDIO,0.13,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee6790c-8afc-62aa-99e4-0635bf422e6c,2023-10-10T19:16:43+02:00,reward,incoming,0.12,EUR,0.12010793,APE,1.00,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee6d0fd-877a-66d8-871c-d61f10ed2794,2023-10-17T19:08:51+02:00,reward,incoming,0.02,EUR,0.10502399,OSMO,0.19,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee6d108-e12a-638a-9a42-f2f7525496f8,2023-10-17T19:13:56+02:00,reward,incoming,0.13,EUR,0.12048966,APE,1.08,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee6d10d-ab2c-6c56-8480-96630d0ba03c,2023-10-17T19:16:05+02:00,reward,incoming,0.01,EUR,0.02664924,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee6d10e-e362-657a-aafd-f2f7525496f8,2023-10-17T19:16:37+02:00,reward,incoming,0.06,EUR,0.46813527,AUDIO,0.13,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee728fb-85dd-6b44-af74-ee12d807538f,2023-10-24T19:06:49+02:00,reward,incoming,0.01,EUR,0.02673098,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee72908-6772-649a-b9ec-8e1c3817b239,2023-10-24T19:12:35+02:00,reward,incoming,0.14,EUR,0.12087261,APE,1.16,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee7290a-a83e-6c9c-aa31-264fe06bd7db,2023-10-24T19:13:35+02:00,reward,incoming,0.03,EUR,0.10519211,OSMO,0.29,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee7290b-e065-6b6a-8d31-1e3f1a13b57d,2023-10-24T19:14:08+02:00,reward,incoming,0.07,EUR,0.46932791,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee78107-a939-6700-9565-a20bd30e0f83,2023-10-31T18:11:06+01:00,reward,incoming,0.15,EUR,0.12125678,APE,1.24,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee7810a-732c-6a60-af94-d2a745253145,2023-10-31T18:12:21+01:00,reward,incoming,0.07,EUR,0.47052359,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee7810e-0a07-6dce-87b7-d2a745253145,2023-10-31T18:13:57+01:00,reward,incoming,0.01,EUR,0.02681297,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee7810e-fc00-6dec-b920-b68e4344e6b8,2023-10-31T18:14:23+01:00,reward,incoming,0.04,EUR,0.10535347,OSMO,0.38,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee7d904-f8d3-684c-a779-0e6f6455e3b1,2023-11-07T18:08:45+01:00,reward,incoming,0.01,EUR,0.02689521,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee7d909-745f-6b60-9a76-fad482c23d7a,2023-11-07T18:10:46+01:00,reward,incoming,0.05,EUR,0.10551509,OSMO,0.47,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee7d90a-9622-6148-ae0a-ae5ca954d006,2023-11-07T18:11:16+01:00,reward,incoming,0.08,EUR,0.47172231,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee7d914-8fef-6fbe-ab5e-92c93cce245d,2023-11-07T18:15:44+01:00,reward,incoming,0.13,EUR,0.09625852,APE,1.35,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee820c1-22f8-63bc-9b4e-4e3868ea4d03,2023-11-13T11:04:45+01:00,transfer,incoming,44.80,EUR,68.88959420,OSMO,0.65,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1ee820c1-2258-6010-dec1-22f63e440d03,2023-11-13T11:04:45+01:00,transfer(unstake),outgoing,44.80,EUR,68.88959420,OSMO,0.65,EUR,Cryptocurrency,2879,-,-,-,-,-
T1ee820c1-e48a-65c0-e763-7bdfc3bd67d2,2023-11-13T11:05:11+01:00,sell,incoming,43.62,EUR,68.88959420,OSMO,0.63,EUR,Cryptocurrency,2879,-,-,-,-,-,0.00
T1ee820d0-c3ec-64d0-f281-3c71053f2871,2023-11-13T11:11:49+01:00,buy,outgoing,21.00,EUR,0.01061213,ETH,1978.87,EUR,Cryptocurrency,5,-,-,-,-,-,0.00
T1ee820d1-651f-6640-3b85-9470d91866f9,2023-11-13T11:12:04+01:00,buy,outgoing,22.62,EUR,0.09541101,BNB,237.08,EUR,Cryptocurrency,46,-,-,-,-,-,0.00
1ee820dc-54ce-6aec-9e18-4e3868ea4d03,2023-11-13T11:16:55+01:00,transfer,outgoing,20.43,EUR,0.01061213,ETH,1925.23,EUR,Cryptocurrency,5,-,-,-,-,-,-
1ee820dc-53ef-6f90-988c-a71348e83de3,2023-11-13T11:16:55+01:00,transfer(stake),incoming,20.43,EUR,0.01061213,ETH,1925.16,EUR,Cryptocurrency,5,-,-,-,-,-
1ee820dc-b193-6304-bd02-4e3868ea4d03,2023-11-13T11:17:05+01:00,transfer,outgoing,22.03,EUR,0.09541101,BNB,230.85,EUR,Cryptocurrency,46,-,-,-,-,-,-
1ee820dc-b0c4-69f0-bb19-6818ac619362,2023-11-13T11:17:05+01:00,transfer(stake),incoming,22.03,EUR,0.09541101,BNB,230.90,EUR,Cryptocurrency,46,-,-,-,-,-
1ee83103-108d-66a8-815f-ea2d0befae3c,2023-11-14T18:06:46+01:00,reward,incoming,0.05,EUR,0.09057694,OSMO,0.55,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee83104-bcb3-638c-a6d0-ea2d0befae3c,2023-11-14T18:07:30+01:00,reward,incoming,0.01,EUR,0.02697771,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee8310e-ae99-64f4-8470-6ed86a1a9b98,2023-11-14T18:11:57+01:00,reward,incoming,0.13,EUR,0.09650971,APE,1.35,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee83112-8f56-64ee-9dc9-724faefd00bb,2023-11-14T18:13:41+01:00,reward,incoming,0.08,EUR,0.47292409,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee888ca-116b-6fc4-8bb6-524c42140f35,2023-11-21T17:40:07+01:00,reward,incoming,0.01,EUR,0.00000798,ETH,1253.13,EUR,Cryptocurrency,5,-,-,-,-,-
1ee88903-1eef-602c-beff-a625f020e7ff,2023-11-21T18:05:38+01:00,reward,incoming,0.08,EUR,0.47412893,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee88905-1339-6f00-9ef4-620b03295ebc,2023-11-21T18:06:31+01:00,reward,incoming,0.01,EUR,0.02706045,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee8890f-ab23-6758-a42f-9a66227e42cb,2023-11-21T18:11:15+01:00,reward,incoming,0.13,EUR,0.09675246,APE,1.34,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee88914-1bf3-6484-9f76-666a79452331,2023-11-21T18:13:14+01:00,reward,incoming,0.01,EUR,0.00002187,BNB,457.25,EUR,Cryptocurrency,46,-,-,-,-,-
1ee88915-5118-6190-9600-9a9ad5fb9c94,2023-11-21T18:13:47+01:00,reward,incoming,0.01,EUR,0.00011912,OSMO,83.95,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee8e104-9a90-6088-9c0a-66ba44520270,2023-11-28T18:05:10+01:00,reward,incoming,0.01,EUR,0.00000798,ETH,1253.13,EUR,Cryptocurrency,5,-,-,-,-,-
1ee8e114-baed-6258-93c4-8294780adbb8,2023-11-28T18:12:23+01:00,reward,incoming,0.14,EUR,0.09699582,APE,1.44,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee8e117-fd08-6fc2-a9e6-02d7dca867cb,2023-11-28T18:13:50+01:00,reward,incoming,0.08,EUR,0.47533684,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee8e11b-37ba-61c2-be58-46ec402a9be0,2023-11-28T18:15:17+01:00,reward,incoming,0.01,EUR,0.00013913,OSMO,71.88,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee8e11d-1fef-6ffe-bfd5-8eb47ca8d5c3,2023-11-28T18:16:08+01:00,reward,incoming,0.01,EUR,0.02714346,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee8e11f-be65-6722-9038-963bbf8e4144,2023-11-28T18:17:18+01:00,reward,incoming,0.01,EUR,0.00002187,BNB,457.25,EUR,Cryptocurrency,46,-,-,-,-,-
1ee92195-4e63-658a-89e4-4e3868ea4d03,2023-12-03T21:19:59+01:00,transfer,incoming,0.06,EUR,0.09083519,OSMO,0.66,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1ee92195-4d8b-64f0-ae52-c43ae6c0dedf,2023-12-03T21:19:59+01:00,transfer(unstake),outgoing,0.06,EUR,0.09083519,OSMO,0.66,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee938e8-4f60-623e-8f9d-2a03edd00c9d,2023-12-05T17:51:22+01:00,reward,incoming,0.02,EUR,0.00000760,ETH,2631.58,EUR,Cryptocurrency,5,-,-,-,-,-
1ee9391a-5c03-6fae-a4d8-3e4e91f5c2b9,2023-12-05T18:13:45+01:00,reward,incoming,0.01,EUR,0.00002188,BNB,457.04,EUR,Cryptocurrency,46,-,-,-,-,-
1ee9391b-ae79-6594-9179-ba4d65643012,2023-12-05T18:14:21+01:00,reward,incoming,0.01,EUR,0.00011943,OSMO,83.73,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee9391d-cf55-6ff4-9cf3-2a6b609abd84,2023-12-05T18:15:18+01:00,reward,incoming,0.10,EUR,0.47654782,AUDIO,0.21,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee93920-0211-646e-acad-166732a36410,2023-12-05T18:16:17+01:00,reward,incoming,0.01,EUR,0.02722671,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee9392b-99c3-6108-b227-5e4380395986,2023-12-05T18:21:28+01:00,reward,incoming,0.15,EUR,0.09723979,APE,1.54,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee9502d-ecfd-6620-d1f3-bc04fc914cf2,2023-12-07T14:16:45+01:00,transfer(unstake),outgoing,0.01,EUR,0.00011943,OSMO,83.73,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee9502d-ed73-6320-8309-f5f7b9191958,2023-12-07T14:16:46+01:00,transfer,incoming,0.00,EUR,0.00011943,OSMO,0.69,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1ee9502f-2779-6320-273a-885c9337137d,2023-12-07T14:17:18+01:00,transfer(unstake),outgoing,37.82,EUR,187.53137738,AUDIO,0.20,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee9502f-2820-6d00-8e55-87a23d4601f5,2023-12-07T14:17:19+01:00,transfer,incoming,37.82,EUR,187.53137738,AUDIO,0.20,EUR,Cryptocurrency,2198,-,-,-,-,-,-
T1ee9502f-d037-6700-e8fd-54d1b6d4a944,2023-12-07T14:17:46+01:00,sell,incoming,36.87,EUR,187.53137738,AUDIO,0.20,EUR,Cryptocurrency,2198,-,-,-,-,-,0.00
T1ee95031-87ed-65b0-8251-3523cb21dcb8,2023-12-07T14:18:24+01:00,buy,outgoing,36.87,EUR,0.16710116,BNB,220.64,EUR,Cryptocurrency,46,-,-,-,-,-,0.00
1ee98c45-8a90-6d30-023f-9ebc13e8a16f,2023-12-12T08:59:16+01:00,transfer(stake),incoming,38.91,EUR,0.16710116,BNB,232.85,EUR,Cryptocurrency,46,-,-,-,-,-
1ee98c45-8b18-6078-9e4c-03253773ab7f,2023-12-12T08:59:17+01:00,transfer,outgoing,38.91,EUR,0.16710116,BNB,232.86,EUR,Cryptocurrency,46,-,-,-,-,-,-
1ee990a2-309f-60f4-8472-471d8133d89a,2023-12-12T17:18:51+01:00,reward,incoming,0.02,EUR,0.00000761,ETH,2628.12,EUR,Cryptocurrency,5,-,-,-,-,-
1ee9911b-3d71-6e16-908a-6f6467c0faaa,2023-12-12T18:13:00+01:00,reward,incoming,0.15,EUR,0.09748438,APE,1.54,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee99120-0898-621c-88cc-4bec4f8fd2f5,2023-12-12T18:15:09+01:00,reward,incoming,0.01,EUR,0.00002188,BNB,457.04,EUR,Cryptocurrency,46,-,-,-,-,-
1ee99121-d1ae-6ea2-8762-cdeb5506c769,2023-12-12T18:15:57+01:00,reward,incoming,0.03,EUR,0.13637947,AUDIO,0.22,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee99122-ed7f-6888-99a6-6bacc6350398,2023-12-12T18:16:26+01:00,reward,incoming,0.01,EUR,0.00000003,OSMO,333333.33,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee99124-bae2-6d42-a827-85b6ae3a0abe,2023-12-12T18:17:15+01:00,reward,incoming,0.01,EUR,0.02731022,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee9e8c9-f0ce-6030-87e9-cff04988dd77,2023-12-19T17:35:29+01:00,reward,incoming,0.02,EUR,0.00000761,ETH,2628.12,EUR,Cryptocurrency,5,-,-,-,-,-
1ee9e915-03b2-6282-9bc8-234c4bfe2bb1,2023-12-19T18:09:04+01:00,reward,incoming,0.14,EUR,0.09772958,APE,1.43,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee9e918-7d4d-6756-b5a2-39ef64e6ec77,2023-12-19T18:10:38+01:00,reward,incoming,0.01,EUR,0.00005472,BNB,182.75,EUR,Cryptocurrency,46,-,-,-,-,-
1ee9e91c-869c-659c-8962-d3290aa2819f,2023-12-19T18:12:26+01:00,reward,incoming,0.01,EUR,0.00029792,AUDIO,33.57,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee9e91e-6af4-631a-b8b6-3f2316ebebdc,2023-12-19T18:13:17+01:00,reward,incoming,0.01,EUR,0.02739399,SCRT,0.37,EUR,Cryptocurrency,2639,-,-,-,-,-
1eea40f8-3485-6f86-b0d5-1dd58fd20df3,2023-12-26T17:55:02+01:00,reward,incoming,0.02,EUR,0.00000762,ETH,2624.67,EUR,Cryptocurrency,5,-,-,-,-,-
1eea4117-552e-6d9a-825c-51a3f8716139,2023-12-26T18:08:58+01:00,reward,incoming,0.15,EUR,0.09797540,APE,1.53,EUR,Cryptocurrency,1102,-,-,-,-,-
1eea411a-b343-66ee-9ced-b97de924bb7b,2023-12-26T18:10:28+01:00,reward,incoming,0.02,EUR,0.00006020,BNB,332.23,EUR,Cryptocurrency,46,-,-,-,-,-
1eea411b-d3b6-64d4-8291-23d824dc9581,2023-12-26T18:10:59+01:00,reward,incoming,0.01,EUR,0.00034822,AUDIO,28.72,EUR,Cryptocurrency,2198,-,-,-,-,-
1eea411f-1c85-666c-84b6-b3b5f112e5d6,2023-12-26T18:12:27+01:00,reward,incoming,0.01,EUR,0.02747802,SCRT,0.36,EUR,Cryptocurrency,2639,-,-,-,-,-
1eea98da-7d94-6f9e-bd0d-f1b8543b21aa,2024-01-02T17:40:36+01:00,reward,incoming,0.02,EUR,0.00000762,ETH,2624.67,EUR,Cryptocurrency,5,-,-,-,-,-
1eea9912-3370-6eb2-82b4-29fcc4820340,2024-01-02T18:05:32+01:00,reward,incoming,0.01,EUR,0.00034909,AUDIO,28.65,EUR,Cryptocurrency,2198,-,-,-,-,-
1eea9914-0c92-65dc-90df-c32426783274,2024-01-02T18:06:21+01:00,reward,incoming,0.01,EUR,0.02756230,SCRT,0.36,EUR,Cryptocurrency,2639,-,-,-,-,-
1eea991f-d1ae-659a-9b78-99e8fe78a12e,2024-01-02T18:11:37+01:00,reward,incoming,0.15,EUR,0.09822183,APE,1.53,EUR,Cryptocurrency,1102,-,-,-,-,-
1eea9923-4c97-6718-aaf6-9dff1da2fa2f,2024-01-02T18:13:11+01:00,reward,incoming,0.02,EUR,0.00006022,BNB,332.12,EUR,Cryptocurrency,46,-,-,-,-,-
1eeaf10a-a20b-6b10-beb3-5941447f38d4,2024-01-09T18:01:00+01:00,reward,incoming,0.02,EUR,0.00000763,ETH,2621.23,EUR,Cryptocurrency,5,-,-,-,-,-
1eeaf117-407f-6c54-87f9-73c03dbc9715,2024-01-09T18:06:39+01:00,reward,incoming,0.02,EUR,0.00007510,BNB,266.31,EUR,Cryptocurrency,46,-,-,-,-,-
1eeaf119-5c8e-66fa-b231-3b4f5ec15e82,2024-01-09T18:07:35+01:00,reward,incoming,0.01,EUR,0.00034998,AUDIO,28.57,EUR,Cryptocurrency,2198,-,-,-,-,-
1eeaf11b-6736-654c-921b-ebe0d0a43793,2024-01-09T18:08:30+01:00,reward,incoming,0.01,EUR,0.02764684,SCRT,0.36,EUR,Cryptocurrency,2639,-,-,-,-,-
1eeaf127-400a-6048-9330-4965a6ccec5d,2024-01-09T18:13:48+01:00,reward,incoming,0.12,EUR,0.09846889,APE,1.22,EUR,Cryptocurrency,1102,-,-,-,-,-
1eeb48f2-6b1d-67d0-ac3a-7b9bac4d71b8,2024-01-16T17:49:01+01:00,reward,incoming,0.02,EUR,0.00000764,ETH,2617.80,EUR,Cryptocurrency,5,-,-,-,-,-
1eeb4922-c188-6734-b5de-593a44cd3316,2024-01-16T18:10:39+01:00,reward,incoming,0.13,EUR,0.09871657,APE,1.32,EUR,Cryptocurrency,1102,-,-,-,-,-
1eeb4926-41b1-6278-97b4-9349b75188e2,2024-01-16T18:12:13+01:00,reward,incoming,0.02,EUR,0.00007512,BNB,266.24,EUR,Cryptocurrency,46,-,-,-,-,-
1eeb492a-0169-64e6-88d5-938123c5e150,2024-01-16T18:13:53+01:00,reward,incoming,0.01,EUR,0.00035087,AUDIO,28.50,EUR,Cryptocurrency,2198,-,-,-,-,-
1eeb492c-b6b3-6584-a2af-15cb7e8064f3,2024-01-16T18:15:06+01:00,reward,incoming,0.01,EUR,0.01653491,SCRT,0.60,EUR,Cryptocurrency,2639,-,-,-,-,-
1eeba0e1-a009-69b6-96e1-d3bee7603b99,2024-01-23T17:40:22+01:00,reward,incoming,0.02,EUR,0.00000764,ETH,2617.80,EUR,Cryptocurrency,5,-,-,-,-,-
1eeba127-4b62-6034-848b-91555edbc320,2024-01-23T18:11:32+01:00,reward,incoming,0.01,EUR,0.00035177,AUDIO,28.43,EUR,Cryptocurrency,2198,-,-,-,-,-
1eeba129-94c2-638a-aee5-2b60bbc7da74,2024-01-23T18:12:33+01:00,reward,incoming,0.02,EUR,0.00007515,BNB,266.13,EUR,Cryptocurrency,46,-,-,-,-,-
1eeba133-0039-6bb4-b96a-1540e89aeb2b,2024-01-23T18:16:46+01:00,reward,incoming,0.12,EUR,0.09896487,APE,1.21,EUR,Cryptocurrency,1102,-,-,-,-,-
1eeba137-5887-69e8-bfec-ff309678fff3,2024-01-23T18:18:43+01:00,reward,incoming,0.01,EUR,0.01656807,SCRT,0.60,EUR,Cryptocurrency,2639,-,-,-,-,-
1eebf8c0-3a16-62b2-9c66-a5c41c402549,2024-01-30T17:24:17+01:00,reward,incoming,0.02,EUR,0.00000765,ETH,2614.38,EUR,Cryptocurrency,5,-,-,-,-,-
1eebf92b-c3c3-6c6a-b00b-872c46876975,2024-01-30T18:12:23+01:00,reward,incoming,0.13,EUR,0.09921379,APE,1.31,EUR,Cryptocurrency,1102,-,-,-,-,-
1eebf930-dcc1-6118-9942-bd5be1b17666,2024-01-30T18:14:40+01:00,reward,incoming,0.02,EUR,0.00007517,BNB,266.06,EUR,Cryptocurrency,46,-,-,-,-,-
1eebf932-975c-6972-8703-f1c6acc32181,2024-01-30T18:15:27+01:00,reward,incoming,0.01,EUR,0.01659838,SCRT,0.60,EUR,Cryptocurrency,2639,-,-,-,-,-
1eebf934-7f14-62be-b14d-f52c60594666,2024-01-30T18:16:18+01:00,reward,incoming,0.01,EUR,0.00035266,AUDIO,28.36,EUR,Cryptocurrency,2198,-,-,-,-,-
1eec50e3-f245-61be-9a3c-0ffd10a052b5,2024-02-06T17:39:07+01:00,reward,incoming,0.02,EUR,0.00000765,ETH,2614.38,EUR,Cryptocurrency,5,-,-,-,-,-
1eec514d-2bc9-634a-90c7-adc1d49a1af3,2024-02-06T18:26:12+01:00,reward,incoming,0.01,EUR,0.01662874,SCRT,0.60,EUR,Cryptocurrency,2639,-,-,-,-,-
1eec515a-df42-6662-afa2-9575ccc22a43,2024-02-06T18:32:19+01:00,reward,incoming,0.13,EUR,0.09946334,APE,1.31,EUR,Cryptocurrency,1102,-,-,-,-,-
1eec5160-8120-64a2-a09d-316e4bd549de,2024-02-06T18:34:51+01:00,reward,incoming,0.01,EUR,0.00035356,AUDIO,28.28,EUR,Cryptocurrency,2198,-,-,-,-,-
1eec5164-65de-6d98-85cf-91128ced41eb,2024-02-06T18:36:35+01:00,reward,incoming,0.02,EUR,0.00007519,BNB,265.99,EUR,Cryptocurrency,46,-,-,-,-,-
1eec918a-412d-6600-eb2c-1e1631612533,2024-02-11T21:03:36+01:00,transfer(unstake),outgoing,78.42,EUR,0.26315054,BNB,298.00,EUR,Cryptocurrency,46,-,-,-,-,-
1eec918a-419a-6160-b27c-a9c69fa6f6bf,2024-02-11T21:03:37+01:00,transfer,incoming,78.42,EUR,0.26315054,BNB,298.01,EUR,Cryptocurrency,46,-,-,-,-,-,-
T1eec918a-b1c2-62d0-1b89-6be15cea5ce5,2024-02-11T21:03:52+01:00,sell,incoming,76.45,EUR,0.26315054,BNB,290.52,EUR,Cryptocurrency,46,-,-,-,-,-,0.00
1eec918c-bb0e-6ddc-9d63-e1e51d294d9b,2024-02-11T21:04:43+01:00,transfer,incoming,52.48,EUR,39.64296402,APE,1.32,EUR,Cryptocurrency,1102,-,-,-,-,-,-
1eec918c-baa5-6580-3e33-5cd8f4515f86,2024-02-11T21:04:43+01:00,transfer(unstake),outgoing,52.48,EUR,39.64296402,APE,1.32,EUR,Cryptocurrency,1102,-,-,-,-,-
T1eec918e-72d0-6730-6476-0dd2323057b8,2024-02-11T21:05:32+01:00,sell,incoming,51.17,EUR,39.64296402,APE,1.29,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T1eec918f-eb49-6670-7de9-dd8f1754ae16,2024-02-11T21:06:10+01:00,buy,outgoing,127.62,EUR,0.00281643,BTC,45312.68,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
1eec9190-e42f-6aa0-12ee-a0511dbf3191,2024-02-11T21:06:34+01:00,transfer(unstake),outgoing,0.01,EUR,0.00000003,OSMO,333333.33,EUR,Cryptocurrency,2879,-,-,-,-,-
1eec9190-e4a0-6412-8e16-bf3ff9f532a8,2024-02-11T21:06:35+01:00,transfer,incoming,0.00,EUR,0.00000003,OSMO,1.67,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1eec9fec-67db-6f70-5ff6-7a296f76ed3f,2024-02-13T00:30:58+01:00,transfer(unstake),outgoing,4.07,EUR,9.10750854,SCRT,0.45,EUR,Cryptocurrency,2639,-,-,-,-,-
1eec9fec-684f-67b8-9a33-3ba6b5826b36,2024-02-13T00:30:59+01:00,transfer,incoming,4.07,EUR,9.10750854,SCRT,0.45,EUR,Cryptocurrency,2639,-,-,-,-,-,-
T1eec9fec-fcfe-6ad0-1e25-ff9d8390213d,2024-02-13T00:31:17+01:00,sell,incoming,3.95,EUR,9.10750854,SCRT,0.43,EUR,Cryptocurrency,2639,-,-,-,-,-,0.00
T1eec9fed-d051-6cc0-0ff3-f530495f3cab,2024-02-13T00:31:37+01:00,buy,outgoing,3.95,EUR,0.00008377,BTC,47152.92,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
1eeca8b4-97ee-6f0c-bb97-9d2ad349c382,2024-02-13T17:16:47+01:00,reward,incoming,0.02,EUR,0.00000727,ETH,2751.03,EUR,Cryptocurrency,5,-,-,-,-,-
1eeca942-2897-6a30-a87c-69b2579f28ee,2024-02-13T18:20:07+01:00,reward,incoming,0.01,EUR,0.00035446,AUDIO,28.21,EUR,Cryptocurrency,2198,-,-,-,-,-
1eeca94c-f8ac-650e-87a7-6bdc253e8ec1,2024-02-13T18:24:58+01:00,reward,incoming,0.12,EUR,0.08546363,APE,1.40,EUR,Cryptocurrency,1102,-,-,-,-,-
1eeca951-27c9-6086-b3cf-895ff931e7cc,2024-02-13T18:26:50+01:00,reward,incoming,0.02,EUR,0.00006446,BNB,310.27,EUR,Cryptocurrency,46,-,-,-,-,-
1eeca955-d363-61ae-82d8-b7640c8b3815,2024-02-13T18:28:55+01:00,reward,incoming,0.01,EUR,0.01665915,SCRT,0.60,EUR,Cryptocurrency,2639,-,-,-,-,-
1eed0100-de15-6298-b667-454fa8edf806,2024-02-20T17:49:46+01:00,reward,incoming,0.02,EUR,0.00000727,ETH,2751.03,EUR,Cryptocurrency,5,-,-,-,-,-
1eed015c-1bc6-6410-8c2c-e3010b8c3a2b,2024-02-20T18:30:35+01:00,reward,incoming,0.01,EUR,0.00018432,APE,54.25,EUR,Cryptocurrency,1102,-,-,-,-,-
1eed0163-45eb-6504-9c0c-090dcc8cb9b9,2024-02-20T18:33:48+01:00,reward,incoming,0.01,EUR,0.00035536,AUDIO,28.14,EUR,Cryptocurrency,2198,-,-,-,-,-
1eed0165-be0e-6cb4-b76a-9f6f3b6ca6df,2024-02-20T18:34:54+01:00,reward,incoming,0.01,EUR,0.00002613,SCRT,382.70,EUR,Cryptocurrency,2639,-,-,-,-,-
1eed0168-b046-6fd4-9be7-836fd45031c2,2024-02-20T18:36:13+01:00,reward,incoming,0.01,EUR,0.00000002,BNB,500000.00,EUR,Cryptocurrency,46,-,-,-,-,-
1eed592e-d23b-62f2-b692-2137b8b1dc4e,2024-02-27T18:09:11+01:00,reward,incoming,0.02,EUR,0.00000728,ETH,2747.25,EUR,Cryptocurrency,5,-,-,-,-,-
1eed5943-d55f-670c-9184-f3e2cf0204d7,2024-02-27T18:18:35+01:00,reward,incoming,0.01,EUR,0.00021544,APE,46.42,EUR,Cryptocurrency,1102,-,-,-,-,-
1eed5947-b45e-6338-a0f2-495427d2f2f4,2024-02-27T18:20:19+01:00,reward,incoming,0.01,EUR,0.00035627,AUDIO,28.07,EUR,Cryptocurrency,2198,-,-,-,-,-
1eed594b-a51f-6616-9128-b13f5fabdf25,2024-02-27T18:22:05+01:00,reward,incoming,0.01,EUR,0.00003052,SCRT,327.65,EUR,Cryptocurrency,2639,-,-,-,-,-
